Image Names	Problem_colors	Contrasts	Labels	Distance	Conclusion
elife-60388-fig7-v2	FALSE				Definitely okay
elife-60408-fig5-v3	FALSE				Gray-scale
elife-60454-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-60470-fig2-v2	TRUE	Y	NA	Y	Definitely okay
elife-60474-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-60474-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-60478-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-60481-fig5-v2	FALSE				Definitely okay
elife-60481-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-60482-fig7-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-60498-fig8-v2	TRUE	N	N	N	Definitely problematic
elife-60528-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-60533-fig7-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-60552-fig2-v2.jpg	TRUE	Y	NA	Y	Definitely okay
elife-60552-fig3-v2.jpg	FALSE				Definitely okay
elife-60577-fig6-v3	FALSE				Definitely okay
elife-60580-fig1-v2	FALSE				Definitely okay
elife-60581-fig7-v1	TRUE	N	N	N	Definitely problematic
elife-60595-fig6-v1.jpg	FALSE				Definitely okay
elife-60603-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-60608-fig2-v2	TRUE	N	N	Y	Probably problematic
elife-60608-fig3-v2	TRUE	N	N	Y	Probably problematic
elife-60628-fig5-v2	FALSE				Definitely okay
elife-60635-fig1-v1	FALSE				Definitely okay
elife-60646-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-60654-fig4-v1	FALSE				Definitely okay
elife-60673-fig4-v2.jpg	TRUE	Y	N	Y	Probably okay
elife-60681-fig1-v1	TRUE	Y	Y	Y	Definitely okay
elife-60681-fig5-v1	TRUE	Y	Y	N	Definitely okay
elife-60682-fig10-v2	FALSE				Definitely okay
elife-60682-fig11-v2	TRUE	Y	NA	Y	Definitely okay
elife-60691-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-60691-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-60691-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-60710-fig1-v3	TRUE	Y	NA	N	Definitely okay
elife-60710-fig2-v4	FALSE				Definitely okay
elife-60710-fig4-v4	TRUE	NA	NA	Y	Definitely okay
elife-60715-fig2-v2	TRUE	Y	NA	Y	Definitely okay
elife-60724-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-60742-fig9-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-60745-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-60747-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-60751-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-60755-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-60755-fig6-v1	TRUE	Y	N	N	Definitely okay
elife-60779-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-60779-fig4-v1	TRUE	NA	NA	Y	Definitely okay
elife-60779-fig7-v1	TRUE	Y	Y	N	Definitely okay
elife-60830-fig5-v3	TRUE	Y	N	Y	Definitely okay
elife-60831-fig2-v1	FALSE				Definitely okay
elife-60831-fig4-v1	TRUE	Y	NA	N	Definitely okay
elife-60916-fig4-v1	TRUE	Y	NA	N	Definitely okay
elife-60917-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-60917-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-60920-fig4-v3.jpg	FALSE				Definitely okay
elife-60933-fig5-v1	FALSE				Definitely okay
elife-60970-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-60985-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-60994-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-61018-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-61018-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-61050-fig10-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-61050-fig8-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-61069-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-61077-fig1-v2	TRUE	Y	NA	Y	Definitely okay
elife-61083-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-61092-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-61092-fig4-v2	FALSE				Definitely okay
elife-61103-fig2-v1	TRUE	NA	NA	Y	Definitely okay
elife-61111-fig10-v2	TRUE	Y	N	N	Definitely okay
elife-61121-fig3-v1	FALSE				Definitely okay
elife-61135-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-61142-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-61171-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-61179-fig4-v1	FALSE				Definitely okay
elife-61271-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-61279-fig3-v1	FALSE				Definitely okay
elife-61302-fig8-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-61308-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-61317-fig5-v3.jpg	FALSE				Definitely okay
elife-61346-fig1-v3	FALSE				Definitely okay
elife-61358-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-61358-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-61389-fig8-v2	TRUE	Y	N	N	Definitely okay
elife-61401-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-61406-fig6-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-61413-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-61413-fig8-v1.jpg	FALSE				Definitely okay
elife-61453-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-61496-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-61503-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-61510-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-61531-fig4-v3	TRUE	N	N	N	Definitely problematic
elife-61552-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-61590-fig4-v1.jpg	FALSE				Definitely okay
elife-61591-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-61593-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-61595-fig6-v5	FALSE				Definitely okay
elife-61610-fig4-v1	TRUE	Y	Y	N	Definitely okay
elife-61611-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-61618-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-61618-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-61669-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-61672-fig3-v1	FALSE				Definitely okay
elife-61722-fig2-v1.jpg	FALSE				Definitely okay
elife-61722-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-61722-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-61733-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-61762-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-61769-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-61773-fig4-v1	TRUE	NA	NA	Y	Definitely okay
elife-61797-fig7-v2.jpg	FALSE				Definitely okay
elife-61798-fig5-v2	FALSE				Definitely okay
elife-61804-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-61806-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-61816-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-61818-fig3-v1	FALSE				Definitely okay
elife-61821-fig1-v1	FALSE				Definitely okay
elife-61886-fig12-v2.jpg	FALSE				Gray-scale
elife-61912-fig4-v1	FALSE				Definitely okay
elife-61919-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-61920-fig7-v2	FALSE				Definitely okay
elife-61921-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-61940-fig8-v2	FALSE				Definitely okay
elife-61964-fig1-v2	FALSE				Definitely okay
elife-61964-fig5-v3	TRUE	NA	NA	Y	Definitely okay
elife-61973-fig1-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-61973-fig6-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-61983-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-61984-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-61991-fig3-v1	TRUE	Y	Y	N	Definitely okay
elife-62021-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-62039-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-62039-fig5-v2	TRUE	Y	NA	N	Definitely okay
elife-62067-fig5-v2	FALSE				Definitely okay
elife-62084-fig5-v2.jpg	FALSE				Definitely okay
elife-62097-fig7-v1	TRUE	N	N	N	Definitely problematic
elife-62117-fig3-v2.jpg	TRUE	Y	N	N	Probably okay
elife-62122-fig1-v1	TRUE	Y	Y	N	Definitely okay
elife-62122-fig6-v1	FALSE				Definitely okay
elife-62123-fig4-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-62123-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-62156-fig4-v2	FALSE				Definitely okay
elife-62161-fig4-v2.jpg	FALSE				Definitely okay
elife-62163-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-62167-fig2-v1	TRUE	Y	N	N	Probably problematic
elife-62183-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-62203-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-62210-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-62236-fig1-v1.jpg	FALSE				Definitely okay
elife-62236-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-62238-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-62250-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-62273-fig4-v1	TRUE	Y	Y	N	Definitely okay
elife-62293-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-62297-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-62312-fig3-v2	FALSE				Definitely okay
elife-62312-fig8-v2	FALSE				Definitely okay
elife-62335-fig2-v1	TRUE	NA	NA	Y	Definitely okay
elife-62337-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-62373-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-62374-fig6-v2	FALSE				Definitely okay
elife-62387-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-62474-fig3-v2	FALSE				Definitely okay
elife-62474-fig4-v2	FALSE				Definitely okay
elife-62483-fig4-v3	FALSE				Definitely okay
elife-62500-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-62514-fig3-v2	FALSE				Definitely okay
elife-62520-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-62524-fig6-v2	FALSE				Definitely okay
elife-62576-fig40-v2	TRUE	Y	Y	Y	Definitely okay
elife-62578-fig1-v2	FALSE				Definitely okay
elife-62578-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-62585-fig3-v3	TRUE	Y	Y	Y	Definitely okay
elife-62587-fig1-v2	FALSE				Definitely okay
elife-62588-fig4-v2	FALSE				Definitely okay
elife-62591-fig6-v2	TRUE	Y	NA	N	Definitely okay
elife-62594-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-62594-fig5-v1	TRUE	Y	N	N	Definitely okay
elife-62601-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-62601-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-62611-fig10-v3	FALSE				Definitely okay
elife-62614-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-62623-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-62625-fig5-v3	FALSE				Definitely okay
elife-62635-fig3-v2	FALSE				Definitely okay
elife-62639-fig8-v3	FALSE				Definitely okay
elife-62653-fig4-v1	TRUE	N	Y	Y	Definitely okay
elife-62669-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-62691-fig6-v3	TRUE	Y	N	N	Definitely okay
elife-62709-fig5-v1	FALSE				Definitely okay
elife-62760-fig1-v1	TRUE	Y	Y	Y	Definitely okay
elife-62800-fig1-v1	TRUE	Y	Y	N	Definitely okay
elife-62825-fig2-v3	TRUE	Y	N	N	Definitely okay
elife-62865-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-62873-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-62875-fig1-v3	TRUE	Y	Y	N	Definitely okay
elife-62876-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-62885-fig7-v1	TRUE	N	N	N	Definitely problematic
elife-62886-fig3-v2	FALSE				Definitely okay
elife-62886-fig4-v2	FALSE				Definitely okay
elife-62889-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-62907-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-62917-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-62929-fig2-v2	TRUE				Definitely okay
elife-62952-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-62967-fig6-v2	TRUE	NA	NA	Y	Definitely okay
elife-62997-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-63003-fig6-v3	TRUE	Y	N	N	Probably okay
elife-63033-fig6-v2	FALSE				Gray-scale
elife-63040-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-63046-fig5-v2	FALSE				Definitely okay
elife-63050-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-63166-fig4-v1	TRUE	Y	N	N	Definitely okay
elife-63166-fig5-v1	FALSE				Definitely okay
elife-63170-fig1-v2	FALSE				Definitely okay
elife-63207-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-63207-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-63225-fig3-v3	TRUE	Y	N	N	Definitely okay
elife-63225-fig7-v3	TRUE	Y	Y	N	Definitely okay
elife-63225-fig9-v2	TRUE	Y	N	N	Definitely okay
elife-63249-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-63262-fig10-v1	TRUE	NA	NA	Y	Definitely okay
elife-63262-fig11-v1	TRUE	Y	N	N	Probably okay
elife-63282-fig10-v2	FALSE				Definitely okay
elife-63300-fig2-v1	FALSE				Definitely okay
elife-63326-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-63329-fig5-v2	FALSE				Definitely okay
elife-63355-fig1-v2	FALSE				Definitely okay
elife-63355-fig6-v2	TRUE	NA	NA	Y	Definitely okay
elife-63372-fig2-v2	FALSE				Definitely okay
elife-63379-fig1-v3	TRUE	Y	NA	Y	Definitely okay
elife-63431-fig2-v1	FALSE				Definitely okay
elife-63435-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-63435-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-63450-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-63453-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-63455-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-63476-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-63488-fig8-v2	FALSE				Definitely okay
elife-63512-fig2-v3	TRUE	Y	Y	Y	Definitely okay
elife-63524-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-63556-fig7-v3	FALSE				Definitely okay
elife-63589-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-63596-fig3-v1	TRUE	Y	Y	Y	Definitely okay
elife-63596-fig5-v2	TRUE	Y	NA	Y	Definitely okay
elife-63603-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-63645-fig4-v1	FALSE				Definitely okay
elife-63691-fig5-v1	TRUE	Y	N	Y	Definitely okay
elife-63743-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-63747-fig4-v3	TRUE	Y	Y	N	Definitely okay
elife-63755-fig2-v1	TRUE	Y	N	N	Probably problematic
elife-63756-fig9-v1	TRUE	Y	Y	N	Definitely okay
elife-63782-fig4-v1	FALSE				Definitely okay
elife-63844-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-63877-fig3-v2	TRUE	Y	NA	Y	Definitely okay
elife-63877-fig7-v2	FALSE				Definitely okay
elife-63976-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-63976-fig4-v3	TRUE	N	N	N	Definitely problematic
elife-63998-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-64041-fig3-v2	TRUE	Y	NA	Y	Definitely okay
elife-64058-fig4-v2	TRUE	Y	N	N	Probably okay
elife-64107-fig2-v2	FALSE				Definitely okay
elife-64108-fig3-v2	TRUE	NA	NA	Y	Definitely okay
elife-64108-fig4-v1	FALSE				Definitely okay
elife-64134-fig3-v1	TRUE	Y	Y	N	Definitely okay
elife-64140-fig2-v1	FALSE				Definitely okay
elife-64150-fig9-v2	TRUE	Y	Y	N	Definitely okay
elife-64175-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-64176-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-64176-fig6-v2	FALSE				Definitely okay
elife-64179-fig1-v2	TRUE	Y	NA	Y	Definitely okay
elife-64206-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-64212-fig2-v1	TRUE	Y	Y	N	Probably okay
elife-64249-fig8-v2	TRUE	N	N	N	Definitely problematic
elife-64250-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-64256-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-64283-fig6-v1	FALSE				Definitely okay
elife-64320-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-64356-fig6-v2	FALSE				Definitely okay
elife-64370-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-64370-fig4-v2	TRUE	Y	NA	Y	Definitely okay
elife-64395-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-64411-fig5-v1	TRUE	Y	N	N	Definitely okay
elife-64456-fig5-v1	FALSE				Definitely okay
elife-64480-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-64506-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-64506-fig4-v1	TRUE	NA	NA	Y	Definitely okay
elife-64507-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-64513-fig1-v1	TRUE	Y	Y	Y	Definitely okay
elife-64527-fig10-v2	TRUE	Y	N	N	Definitely okay
elife-64563-fig8-v1	FALSE				Definitely okay
elife-64569-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-64588-fig6-v2	FALSE				Definitely okay
elife-64592-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-64603-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-64618-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-64644-fig4-v2	FALSE				Definitely okay
elife-64670-fig1-v1	FALSE				Definitely okay
elife-64690-fig4-v2	FALSE				Definitely okay
elife-64690-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-64691-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-64694-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-64734-fig8-v1	TRUE	N	N	N	Definitely problematic
elife-64774-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-64776-fig8-v2	TRUE	Y	N	N	Definitely okay
elife-64806-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-64806-fig6-v2	TRUE	NA	NA	Y	Definitely okay
elife-64819-fig8-v1	TRUE	Y	Y	N	Definitely okay
elife-64827-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-64830-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-64830-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-64851-fig3-v3	TRUE	Y	N	N	Definitely okay
elife-64875-fig3-v1	TRUE	Y	N	N	Definitely okay
elife-64901-fig4-v2	TRUE	Y	NA	Y	Definitely okay
elife-64906-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-64909-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-64919-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-64919-fig8-v2	TRUE	Y	Y	Y	Definitely okay
elife-64944-fig5-v2	FALSE				Definitely okay
elife-64944-fig6-v2	FALSE				Definitely okay
elife-64960-fig1-v2	TRUE	Y	NA	Y	Definitely okay
elife-64983-fig2-v1	FALSE				Definitely okay
elife-64993-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-65012-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-65085-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-65091-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-65108-fig2-v2	FALSE				Definitely okay
elife-65118-fig1-v1	FALSE				Definitely okay
elife-65131-fig7-v3	FALSE				Definitely okay
elife-65152-fig8-v2	FALSE				Definitely okay
elife-65167-fig4-v1	FALSE				Definitely okay
elife-65168-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-65202-fig5-v1	TRUE	Y	Y	Y	Definitely okay
elife-65215-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-65228-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-65233-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-65233-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-65285-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-65306-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-65307-fig3-v3	FALSE				Definitely okay
elife-65325-fig2-v2	FALSE				Gray-scale
elife-65331-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-65358-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-65366-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-65381-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-65412-fig8-v2	FALSE				Definitely okay
elife-65415-fig1-v3	TRUE	Y	Y	Y	Definitely okay
elife-65415-fig5-v1	TRUE	Y	NA	N	Definitely okay
elife-65437-fig6-v3	FALSE				Definitely okay
elife-65469-fig5-v1	FALSE				Definitely okay
elife-65471-fig4-v2	FALSE				Definitely okay
elife-65487-fig6-v2	FALSE				Gray-scale
elife-65498-fig10-v1	TRUE	Y	Y	Y	Definitely okay
elife-65498-fig14-v1	FALSE				Gray-scale
elife-65498-fig3-v1	FALSE				Definitely okay
elife-65532-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-65537-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-65540-fig1-v2	FALSE				Definitely okay
elife-65588-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-65588-fig6-v3	FALSE				Gray-scale
elife-65620-fig5-v2	FALSE				Definitely okay
elife-65634-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-65683-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-65699-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-65703-fig2-v3	TRUE	Y	N	N	Definitely okay
elife-65717-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-65745-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-65758-fig7-v1	TRUE	Y	N	Y	Definitely okay
elife-65762-fig4-v1	FALSE				Definitely okay
elife-65763-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-65776-fig3-v3	FALSE				Definitely okay
elife-65786-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-65797-fig4-v2	TRUE	Y	NA	Y	Definitely okay
elife-65810-fig7-v2	TRUE	NA	NA	Y	Definitely okay
elife-65824-fig7-v1	FALSE				Definitely okay
elife-65835-fig6-v3	TRUE	Y	N	N	Definitely okay
elife-65845-fig6-v1	TRUE	Y	Y	N	Definitely okay
elife-65895-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-65906-fig5-v1	TRUE	Y	NA	Y	Definitely okay
elife-65910-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-65948-fig3-v1	TRUE	Y	NA	Y	Definitely okay
elife-65952-fig1-v3	FALSE				Definitely okay
elife-65962-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-65996-fig6-v3	TRUE	Y	N	Y	Definitely okay
elife-66011-fig6-v1	FALSE				Definitely okay
elife-66011-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-66018-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-66028-fig7-v3	FALSE				Definitely okay
elife-66031-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-66057-fig3-v1	TRUE	Y	Y	Y	Definitely okay
elife-66074-fig3-v2	FALSE				Definitely okay
elife-66076-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-66080-fig6-v1	TRUE	Y	Y	N	Definitely okay
elife-66095-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-66097-fig2-v4	TRUE	Y	N	N	Probably okay
elife-66097-fig4-v4	TRUE	Y	N	N	Probably okay
elife-66109-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-66109-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-66109-fig6-v2	FALSE				Definitely okay
elife-66109-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-66151-fig8-v1	TRUE	Y	Y	N	Definitely okay
elife-66165-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-66175-fig8-v2	TRUE	Y	N	N	Definitely okay
elife-66222-fig4-v1	FALSE				Definitely okay
elife-66222-fig8-v1	FALSE				Definitely okay
elife-66226-fig8-v2	TRUE	NA	NA	Y	Definitely okay
elife-66230-fig2-v2	FALSE				Definitely okay
elife-66231-fig2-v2	FALSE				Definitely okay
elife-66234-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-66273-fig1-v1	TRUE	Y	NA	Y	Definitely okay
elife-66273-fig3-v1	TRUE	Y	N	N	Definitely okay
elife-66275-fig10-v2	TRUE	Y	N	Y	Definitely okay
elife-66320-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-66358-fig4-v2	FALSE				Definitely okay
elife-66369-fig8-v1	FALSE				Definitely okay
elife-66376-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-66398-fig6-v1	TRUE	Y	Y	Y	Definitely okay
elife-66446-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-66448-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-66454-fig3-v1	TRUE	Y	N	N	Definitely okay
elife-66454-fig4-v1	TRUE	Y	N	N	Definitely okay
elife-66526-fig5-v1	TRUE	Y	N	Y	Definitely okay
elife-66567-fig5-v3	TRUE	Y	Y	N	Definitely okay
elife-66596-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-66608-fig4-v2	FALSE				Definitely okay
elife-66609-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-66612-fig6-v2	TRUE	NA	NA	Y	Definitely okay
elife-66657-fig2-v3	TRUE	Y	N	N	Definitely okay
elife-66657-fig4-v3	FALSE				Definitely okay
elife-66657-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-66657-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-66668-fig2-v2	FALSE				Definitely okay
elife-66687-fig6-v2	FALSE				Definitely okay
elife-66687-fig8-v2	FALSE				Definitely okay
elife-66709-fig3-v2	FALSE				Definitely okay
elife-66711-fig5-v1	TRUE	Y	Y	N	Definitely okay
elife-66721-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-66738-fig8-v2	TRUE	N	N	N	Definitely problematic
elife-66750-fig1-v2	FALSE				Definitely okay
elife-66777-fig8-v2	FALSE				Definitely okay
elife-66788-fig4-v2	TRUE	Y	Y	 N	Definitely okay
elife-66788-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-66797-fig3-v3	FALSE				Definitely okay
elife-66808-fig5-v2	FALSE				Definitely okay
elife-66836-fig1-v1	TRUE	N	N	N	Definitely problematic
elife-66857-fig4-v1	TRUE	Y	N	Y	Definitely okay
elife-66909-fig5-v2	FALSE				Definitely okay
elife-66921-fig1-v2	FALSE				Definitely okay
elife-66921-fig5-v2	FALSE				Definitely okay
elife-66929-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-66960-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-66975-fig6-v2	FALSE				Definitely okay
